Temperature (K),Luminosity (L/Lo),Radius (R/Ro),Absolute Magnitude (Mv),Color,Spectral Class,Galaxy,Constellation,Age (in million years),Metallicity ([Fe/H]),Rotational Velocity (km/s),Distance (light years),Star Type ID,Star Type
4092,0.08801738163228481,0.5915181124469644,7.468578887761591,Orange,K,Triangulum,Pegasus,828.0042265966849,-0.2367898728416627,13.084829611103036,43389.44109951509,1,Red Dwarf
4471,0.026897907943746677,0.27390817022858027,8.755703742728079,Orange,K,Whirlpool,Scorpius,8700.53414694906,0.3886899307037669,14.61803827295222,90690.26995255414,1,Red Dwarf
3042,0.01060065284999531,0.3714522230342269,9.766668468814583,Red,M,Triangulum,Orion,1494.3900641473986,0.06898034682056457,9.586412134224233,1869.8848544266737,3,Main Sequence
2451,0.00031417718485461904,0.0985044327658684,13.587063390152153,Red,M,Triangulum,Orion,2182.680795551566,0.05627319638427415,2.4696763938107784,26356.810169406785,0,Brown Dwarf
6834,0.00014021746239982035,0.00846459488567871,14.462994742106957,Yellow-White,F,Triangulum,Scorpius,11179.73381545016,0.45362772154987774,10.99021086093899,,2,White Dwarf
7886,6778887.6663102675,1397.7218300176755,-12.24789609306915,White,A,Andromeda,Cygnus,103.70760223668745,0.1651388276406466,194.12506390896255,2559.2382267967178,5,Hypergiant
3813,0.18409127223483265,0.9852309902183308,6.667417002261175,Orange,K,Triangulum,Orion,,-0.19821146573042883,4.176525562846378,1822.1020346245693,3,Main Sequence
3843,0.036836995063237045,0.4338667853691538,8.414289510295006,Orange,K,Triangulum,Cygnus,9447.756308835631,-0.09211303909061777,9.18251836099431,81.8917041957617,1,Red Dwarf
2454,0.01040930455703612,0.565609657123862,9.786445711557628,Red,M,Whirlpool,Cygnus,1087.6822451719725,-0.799123252983867,3.864243161656404,727.065449911575,1,Red Dwarf
8659,12.422310559707448,1.5693535240819643,2.0944940438118866,White,A,Triangulum,Scorpius,11262.451201294856,0.17173537173654835,195.53885097875357,2615.9505836394906,3,Main Sequence
5569,49645.47309362313,239.8504104801607,-6.9096991340879725,Yellow,G,Whirlpool,Ursa Major,138.3633080254908,,10.769066134257352,55286.92927339547,4,Supergiant
6240,0.00022453833375453945,0.012847870290706172,13.951773761185274,Yellow-White,F,Milky Way,Lyra,5903.222921775897,0.5,25.208639268539397,60.118692347115164,2,White Dwarf
3527,0.016482283948073464,0.34455047384221216,9.287456520839076,Red,M,Sombrero,Cygnus,12847.798294960317,0.5,7.524667879576427,244.38869056147598,1,Red Dwarf
7926,141659.31723905142,200.01819838662973,-8.048112860703311,White,A,Triangulum,Pegasus,117.26235204763655,-0.281656138266769,133.90408278388102,24388.565295738652,4,Supergiant
2550,0.007811341218494852,0.4537718166764553,10.098185976836254,Red,M,Whirlpool,Cygnus,5604.787696506329,-0.3423078694956174,6.444180943627841,2709.8265980865294,3,Main Sequence
4081,0.24427699149138193,0.9907479143650558,6.36029359350492,Orange,K,Sombrero,Scorpius,796.8387504340183,0.11474402691413793,3.3550390282271763,14027.03250390007,3,Main Sequence
3363,0.025691134396149208,0.47314361192051935,8.805541797419874,Red,M,Milky Way,Perseus,4406.304260970259,0.5,7.8560150553988874,49.91136367206284,3,Main Sequence
3256,0.02971784452530247,0.542868866643766,8.647456734310527,Red,M,Sombrero,Pegasus,3672.227642933426,-0.39653778817561636,3.9225463284085738,3808.8713598491418,1,Red Dwarf
6004,2.0896431993108764,1.338781729354328,4.029819655295178,Yellow-White,F,Sombrero,Orion,247.0161690171437,-0.2611770908414941,117.75317425032415,22.22911519880743,3,Main Sequence
2844,0.002595285405022697,0.21027539289239575,11.294537188940737,Red,M,Andromeda,Orion,2783.0454301090317,0.1432705638568773,2.381796892974336,36132.233243801056,1,Red Dwarf
3564,0.04601378463840719,0.563798170194173,8.172780111253392,Red,M,Triangulum,Aquila,2297.1786212152538,0.1569951675857414,,43042.476612014245,1,Red Dwarf
7407,7.668655929863898,1.6851168142815396,2.618201868287369,Yellow-White,,Triangulum,Cassiopeia,4767.911025929764,0.29056213015482163,94.06816218923315,52.85236813780019,3,Main Sequence
7237,5.8453053907690755,1.5411380133090866,2.9129819849674456,Yellow-White,F,Andromeda,Ursa Major,4654.684799009802,0.08988173348088495,101.1608210940145,58.00113090907558,3,Main Sequence
4171,0.17247048206530588,0.7969518515305591,6.73821305688408,Orange,K,Sombrero,Ursa Major,1941.3267367817223,0.16214886310606347,2.2404330171348237,2849.855157604872,3,Main Sequence
5239,0.9821243323179697,1.2054286617499692,4.84958382273833,Yellow,G,Whirlpool,Lyra,4245.564207975325,0.23935759961824976,26.560858816519524,12.371046460761807,3,Main Sequence
3660,0.007665523555215201,0.21820455664812513,10.118645443714874,Red,M,Triangulum,Pegasus,12153.261059542612,-0.1822561351311932,1.2825949775490786,33749.73851762862,1,Red Dwarf
4188,0.052419491819542474,0.4358009094179728,8.031267984085826,Orange,K,Whirlpool,Cassiopeia,8732.526727962471,-0.4679052783199189,2.407724600084242,433.95240175130573,1,Red Dwarf
2711,0.008956404082451611,0.4298954805788961,9.949665801907335,Red,M,Whirlpool,Pegasus,286.0326929717587,-0.18503418053010084,2.8060777468152445,6574.818185320409,3,Main Sequence
2468,0.003641778762759984,0.3307665197826988,10.926716102579377,,M,Andromeda,Scorpius,11013.010258594119,0.2842991690036636,1.0532797169857782,52690.89102367568,1,Red Dwarf
8788,0.0008438414483287152,0.012557564145887434,12.514347866209855,White,A,Milky Way,Scorpius,397.29490965051406,0.38305450540778163,183.43075288599903,9919.151573195959,2,White Dwarf
7425,0.0009141831014461118,0.018309595657857815,12.427417027121574,Yellow-White,F,Triangulum,Lyra,12789.333756153497,0.03920397164671247,67.03036923954194,,2,White Dwarf
2966,0.007232479414200376,0.3227426679157477,10.18178198452553,Red,M,Milky Way,Pegasus,1512.2038701955603,0.49607629933149494,9.49207357904084,70942.09748498007,1,Red Dwarf
5898,521957.38770638214,693.3668323122391,-9.464087622259584,Yellow,G,Whirlpool,Ursa Major,96.42703417321421,-0.08558784371038627,6.574022640076883,11.09235132088856,4,Supergiant
5765,0.508322795697845,0.7161866886619692,5.564651034892373,Yellow,G,Sombrero,Pegasus,11603.071486559536,-0.2754514063342991,21.45100465961625,194.2531099455397,3,Main Sequence
7307,704162.1769878253,524.7025891921289,-9.789181734714475,Yellow-White,F,Sombrero,Aquila,,-0.47628513163855185,103.9223244062491,14344.706459662988,4,Supergiant
3979,0.00544455787365441,0.15559244521092017,10.490093453603485,Orange,K,Milky Way,Lyra,8720.71461484689,-0.5186199764875815,9.96775555752006,9797.63609880679,1,Red Dwarf
2601,0.0037046620996181306,0.30036454812087116,10.90812849415326,Red,M,Milky Way,Ursa Major,10687.477202800483,-0.1454458441141752,1.7435293266167786,43564.071651435144,3,Main Sequence
5678,0.6889215942236113,0.8595065637538051,5.234575505222355,Yellow,,Sombrero,Scorpius,245.6900833666811,-0.2923266506292146,5.712517955577054,39.96192307175514,3,Main Sequence
23350,3785.4347984103156,3.767377938816754,-4.1152894253797285,Blue-White,B,Whirlpool,Scorpius,25.534403640741463,-0.5628728708979677,110.04630587609088,37841.42634375632,3,Main Sequence
8546,0.0009074764995969574,0.01377041382122866,12.435411532058863,White,A,Andromeda,Lyra,9695.733859967333,-0.5376470208912484,119.65229000743152,18.187077837635414,2,White Dwarf
3799,0.17136039344225015,0.9575726056314305,6.745223873435048,Orange,K,Milky Way,Lyra,1092.4688151189741,0.19275543102469986,14.514797010503619,21865.052851481265,3,Main Sequence
8558,14.15826539497275,1.7152030297454566,1.9524748778333052,White,A,Andromeda,Perseus,3616.6983775860167,0.14272254427798078,110.0490806098948,10159.26028930713,3,Main Sequence
8066,10.117996498415152,1.6322470864340157,2.317263688064636,White,A,Andromeda,Scorpius,8571.183565086458,0.07095311983156687,161.64376062390602,473.37604012931257,3,Main Sequence
3425,0.006026443108108156,0.2209349657326146,10.379847347466765,Red,M,Whirlpool,Cygnus,2355.3144574614194,-0.02335778964444142,1.435812022697223,96.15785864517109,1,Red Dwarf
9517,29.693423098852058,2.008561202924207,1.1483493336245219,White,A,Andromeda,Perseus,3776.6925170086847,0.23123304919981022,122.22250307881188,25595.944876820606,3,Main Sequence
3164,0.00193048867539744,0.14652635780706544,11.61583185420994,Red,M,Whirlpool,Orion,7234.515074537594,0.5,1.8121288999060867,166.23762828797675,1,Red Dwarf
4606,0.18236961912425692,0.6720219419869726,6.677618772278347,Orange,K,Sombrero,Cygnus,11981.575003285656,-0.3368910941270272,3.0314071594358167,742.1445227301358,3,Main Sequence
7342,9.876464216265951,1.9463774391783693,2.3434962635815677,Yellow-White,F,Whirlpool,Aquila,10112.380019886152,0.46738053749443415,72.1980519872613,,3,Main Sequence
9195,0.0013683815216332827,0.014606804220743227,11.989481997695961,White,A,Sombrero,Cassiopeia,5440.419893867235,0.5,55.71160357039451,10.82660419870883,2,White Dwarf
1322,3.899248731308964e-05,0.11928412096384503,15.852547651200638,Red,M,Whirlpool,Aquila,9471.626797895593,0.1162443009803845,5.992086863008994,23263.146083502503,0,Brown Dwarf
9566,730806.5023316875,311.88574351961614,-9.829506007053633,White,A,Whirlpool,Aquila,31.586528728692123,0.013848309595557148,100.55583651895192,3410.725431835859,4,Supergiant
2027,0.000186372925148168,0.11092743949592695,14.154042946060212,Red,M,Andromeda,Pegasus,9540.385068106834,0.25082091206530277,9.64273047597409,806.887315919164,0,Brown Dwarf
3161,0.00925222083008679,0.3213875717126002,9.914385025317857,Red,M,Triangulum,Cygnus,5146.3871972677,-0.8460788445959285,8.427687458054084,64.92073152885213,3,Main Sequence
2429,0.0005466275422269749,0.13229572190696878,12.98577122462044,Red,M,Milky Way,Pegasus,763.0196458714065,0.1025009632073754,9.489135467523742,377.7920904403991,1,Red Dwarf
9226,16.8301388687575,1.6090592050848658,1.7647807514023484,White,A,Sombrero,Cygnus,10968.033427850865,-0.212772430587865,196.91742711122885,52847.60575273188,3,Main Sequence
2564,0.0006288044746686307,0.12734351845648048,12.833710941129556,Red,M,Triangulum,Aquila,7588.224626338724,-0.645144213367415,6.407387455979161,12.137814743125771,1,Red Dwarf
5881,186333.26951529187,416.6754550892513,-8.345726011058744,Yellow,G,Milky Way,Aquila,92.38429736843106,0.39471050754777953,11.901584337329684,10127.256664518425,5,Hypergiant
2801,0.009627295262416275,0.4175235756447453,9.871239271180972,Red,M,Milky Way,Cassiopeia,3516.43371960639,-0.29219976408006704,5.228977291041451,64.90666684087957,1,Red Dwarf
9592,2375981.8426197865,559.3173528483056,-11.109607793550493,White,A,Sombrero,Cygnus,131.80995667946814,-0.1948535453537942,209.81960275211478,168.4256066492026,4,Supergiant
9843,21.62151623954021,1.6022975842261622,1.4927846344933013,White,A,Andromeda,Cassiopeia,8587.921817422319,-0.23782029392168696,123.69559366626062,30598.659656225653,3,Main Sequence
2445,0.0005361878246085721,0.12931705991015477,13.006707629768277,Red,M,Triangulum,Scorpius,4345.870845383975,-0.0019283117481781792,5.9305720491621,68660.55334479308,1,Red Dwarf
3637,0.01626567266845825,0.3218877780762821,9.301819929301642,Red,M,Triangulum,Ursa Major,,-0.15983608386319725,9.16598357371496,12414.193806316041,1,Red Dwarf
1673,5.911964893476843e-05,0.09171262337719531,15.400670383849786,Red,M,Triangulum,Cassiopeia,6813.032623547424,-0.31296624951971536,8.405558537886648,,0,Brown Dwarf
15584,1534.1325690823894,5.384292452304143,-3.134657224868956,Blue-White,B,Triangulum,Scorpius,9.774310669017309,0.3962821893005868,333.55109704663045,15570.870992867365,3,Main Sequence
3186,0.021512723802216947,0.48240436941120246,8.998261496418392,Red,M,Andromeda,Cassiopeia,4554.9080427638655,0.24569832689840393,1.4769658294555255,4315.4197156524015,3,Main Sequence
5498,0.7123812337939134,0.9321844180088751,5.198218824113707,Yellow,G,Milky Way,Ursa Major,9186.274528965418,-0.5536060541365109,15.30307172484094,2154.1775871935342,3,Main Sequence
4559,0.40131542372482815,1.0175571640099506,5.821285371847429,Orange,K,Andromeda,Ursa Major,2484.8476931753444,0.20147300500083967,1.7913809867470463,51.37704108416654,3,Main Sequence
5756,120820.95438577919,350.2552353203914,-7.87535565493703,,G,Sombrero,Pegasus,87.79285936822919,-0.12319050217032133,18.565425268857854,3591.130655246888,4,Supergiant
4293,0.25300043872565225,0.9111585088796046,6.322196814294006,Orange,K,Triangulum,Cygnus,1005.2375028448479,0.5,12.867585136074462,23.905159931284924,3,Main Sequence
2818,0.01984069846625873,0.5921770550949905,9.086107607835832,Red,M,Andromeda,Scorpius,8524.760856058321,0.4341350838080956,5.781139789451435,4357.81830530609,1,Red Dwarf
2732,0.0011913776176288042,0.15438972846212148,12.13987640809086,Red,M,Sombrero,Cassiopeia,983.5802374181676,-0.4508432351683343,3.664143986565326,44328.260017545814,1,Red Dwarf
1741,5.902535023744191e-05,0.08462074005233877,15.402403568194579,Red,M,Sombrero,Perseus,10659.017045423334,0.043302754868699805,8.983107694108373,244.5850991308396,0,Brown Dwarf
3117,0.022016905276739232,0.50987017372087,8.973109315101105,Red,M,Milky Way,Ursa Major,,-0.42237021006625525,5.6820574462409885,50.10042235822649,3,Main Sequence
2625,0.01483109779617542,0.5900422478608491,9.402066753383918,Red,M,Triangulum,Scorpius,12482.480704520776,-0.5808377507767837,1.5080935248658434,102.86928012813708,1,Red Dwarf
1014,6.007115937905836e-06,0.07958150939430775,17.88333496511794,Red,M,Andromeda,Aquila,1232.8210121573186,0.3658713035445024,9.233651970370365,44191.628859564174,0,Brown Dwarf
3404,0.007692746399324986,0.2527066554902554,10.114796460920825,Red,M,Sombrero,Scorpius,10462.246577492317,0.5,7.916625032124728,3091.098568395741,1,Red Dwarf
7495,6.292825249010773,1.490852357639778,2.8328858209745618,Yellow-White,F,Whirlpool,Lyra,632.5413547949631,-0.09497184089265465,49.88863542335415,676.1166034085375,3,Main Sequence
7987,18.800785040226497,2.2692152739430647,1.6445600402024665,White,,Milky Way,Scorpius,3128.701731589544,-0.36429537617995866,61.90761753895681,7552.890387078345,3,Main Sequence
9078,2147060.8964526076,593.604110189626,-10.9996109059419,White,A,Triangulum,Aquila,79.4662984538885,0.1382713830280448,200.2973027009636,6301.771645064815,4,Supergiant
6374,4.2211784516273205,1.688292973476736,3.266415718809177,Yellow-White,F,Whirlpool,Scorpius,1412.4833718164991,0.3975165852123372,42.435502819205226,101.14281624020133,3,Main Sequence
4886,0.3941266436490933,0.8779424475716833,5.840910512692286,Orange,K,Whirlpool,Aquila,2113.7210818137664,-0.5590119681087307,9.970394679993992,27.325287914390167,3,Main Sequence
7031,3705860.3910137834,1300.066017272914,-11.592222635841983,Yellow-White,F,Triangulum,Ursa Major,40.76530763475367,0.15685725081227828,104.9942103291658,2601.9649589105657,5,Hypergiant
4474,149709.59887301765,645.3390402502937,-8.108124116821868,Orange,K,Whirlpool,Cygnus,17.407367070836024,0.4307978617722591,8.900039166258011,201.93553338398158,4,Supergiant
2546,0.010985654138920959,0.5398228172588051,9.72793519495481,Red,M,Andromeda,Perseus,1912.424601426605,0.5,8.93737827719936,77782.87562249247,1,Red Dwarf
2623,0.004714734831530947,0.3331862954662882,10.646356820116896,Red,M,Whirlpool,Lyra,3360.6038118849997,0.5,5.132596135724866,22.109570589788973,1,Red Dwarf
5648,0.549411411068265,0.7757370540965147,5.480255811722047,Yellow,G,Whirlpool,Cassiopeia,433.19856682980424,0.5,14.668437020701997,258.8056184159047,3,Main Sequence
1735,6.522586321799234e-05,0.08957071365213545,15.293950411526424,Red,M,Whirlpool,Lyra,4645.369230445411,-0.0042502540798654365,4.7537117970658045,1128.1232217485826,0,Brown Dwarf
9366,40.79384560135396,2.4307712553531426,0.8035133804480958,White,A,Andromeda,Cygnus,4250.243163291904,0.5,66.82046334768734,70691.88898511909,3,Main Sequence
3221,0.014259608602862866,0.3842619903873896,9.444730987043078,Red,M,Whirlpool,Lyra,11539.453820018025,0.07918512316583713,4.880768784930986,57618.12571920109,1,Red Dwarf
4966,0.19013837942579043,0.5903051043927702,6.632325529897001,Orange,K,Milky Way,Cassiopeia,1592.7190744241134,-0.3413605771023518,5.713863033845684,22.345898446242586,3,Main Sequence
2609,0.0008689462919704281,0.14457838991996816,12.482517664234212,Red,M,Triangulum,Cygnus,1509.6067326136724,-0.3493550366749839,3.911542570281753,74.52681917889288,1,Red Dwarf
2855,0.0007937259714080506,0.11539264954855635,12.58082352241637,Red,M,Andromeda,Lyra,4536.189052397228,0.5,2.224414605845228,3638.622607121878,1,Red Dwarf
3949,0.0038362210891605933,0.1325966713267059,10.870240928782403,Orange,K,Andromeda,Pegasus,2999.891510421303,-0.4168205026205738,11.511939031124856,13277.836318771982,1,Red Dwarf
4803,0.050201610146508126,0.3242565257346245,8.078205883107112,Orange,K,Triangulum,Cygnus,6905.35701145578,-0.17944341316672877,,840.7314757578487,1,Red Dwarf
2951,0.01984078895452532,0.5400029406097689,9.086102656086613,Red,M,Sombrero,Pegasus,8143.400209526137,0.5,9.20002120273089,46658.078116830984,1,Red Dwarf
3313,0.010258135867283443,0.30806788480128644,9.802328882687092,Red,M,Milky Way,Cygnus,10962.401793410492,0.5,7.198378899411765,196.29292226694207,3,Main Sequence
17438,2723776.133164651,181.19551070640125,-11.257928525239732,Blue-White,B,Milky Way,Pegasus,3.6902987233534783,-0.7714028772967727,240.92283961453126,29968.81460446563,4,Supergiant
4394,0.05911777472832481,0.4204303012792965,7.900704804318842,Orange,K,Whirlpool,Lyra,2561.501651214209,-0.047439616392779264,9.078422795656445,300.01921936055425,1,Red Dwarf
5675,0.8246167762742246,0.9413463137534861,5.0393695850384175,Yellow,G,Whirlpool,Perseus,4635.783711371893,-0.22022447779808063,14.747447562815372,25577.61699369,3,Main Sequence
9377,26372638.09388485,1949.8626956996943,-13.722883937709936,White,A,Triangulum,Ursa Major,119.7456270327827,-0.20910745159991562,243.5728771413089,359.1168818992412,5,Hypergiant
3096,0.02741020742571569,0.5766460640053244,8.735219194852196,Red,M,Triangulum,Orion,112.20037814975834,-0.08326105458780361,8.631926683334811,7361.834240823364,1,Red Dwarf
4918,0.17811791969094998,0.5825481579156933,6.7032309645169965,Orange,K,Whirlpool,Pegasus,8604.353787531176,0.5,6.674333250073589,196.06283375728978,3,Main Sequence
3582,0.013782044098261084,0.305464488912657,9.481715912029088,Red,M,Andromeda,Aquila,12577.924037646091,0.3521330444954782,1.4695834197970914,,1,Red Dwarf
5307,0.9879389066317232,1.1782079375855243,4.843174777531642,Yellow,G,Sombrero,Cygnus,7675.056473537353,0.12329551523373512,22.09265508616178,52177.18780153807,3,Main Sequence
2023,8.226446613742785e-05,0.0739893907625414,15.041969290854235,Red,M,Sombrero,Orion,7072.555241086487,-0.5383076321426694,1.5293005551469507,71.90368012844395,0,Brown Dwarf
4006,0.1624446027798775,0.8384667178014262,6.8032367837715775,Orange,K,Triangulum,Cygnus,2549.8585458596986,-0.4912514282429631,11.668951942139977,118.14235199448045,3,Main Sequence
2958,0.0008920215455196714,0.11395841700520806,12.454061639319505,Red,M,Whirlpool,Ursa Major,9470.27686788129,-0.2726345399290251,2.126174586773105,2160.217355337443,1,Red Dwarf
4612,0.006534167350797751,0.1268736997342119,10.292024366801256,Orange,K,Milky Way,Scorpius,2733.518643855479,-0.0882601865581934,4.333300407625556,3813.4379514003717,1,Red Dwarf
13892,52193229.05932046,1249.7772329702316,-14.46403541589145,,B,Sombrero,Cygnus,53.49400383403719,-0.41540403259236136,175.75081049585515,98364.07301340606,5,Hypergiant
7463,1358801.91048279,698.7249739886414,-10.50289037204699,Yellow-White,F,Milky Way,Aquila,92.1862033372522,0.5,36.88651514898014,26106.283962784495,4,Supergiant
9108,1642368.6704654999,515.7560808606404,-10.70867662979192,White,A,Whirlpool,Scorpius,101.06061986660858,-0.1487823550374179,237.23251584462858,48969.56292298348,4,Supergiant
1120,1.657303529445459e-05,0.1083477899944999,16.78149486188584,Red,M,Milky Way,Ursa Major,7245.276632972204,-0.3001386016911316,1.7286089372248472,166.1489050556533,0,Brown Dwarf
24961,5754.443711846381,4.064740152658928,-4.570008365721387,Blue-White,B,Whirlpool,Ursa Major,11.092284868068466,0.5,107.9389881836287,4268.40510099519,3,Main Sequence
17987,3530.6297585733314,6.13145710610963,-4.039630443554341,Blue-White,B,Andromeda,Orion,10.888024797095794,-0.40378593116088074,187.82678887924448,180.98338377997337,3,Main Sequence
5920,0.7230918509818439,0.8100436001524103,5.182016332002536,Yellow,G,Andromeda,Aquila,4903.062400143724,0.242089391298275,2.9848403367314025,470.954910265924,3,Main Sequence
7430,3.803325053419065,1.1793946940548765,3.3795913894203538,Yellow-White,F,Sombrero,Perseus,5877.00823520838,0.283514497490425,119.9628819786505,2999.668979571123,3,Main Sequence
27032,586708.536449891,34.99531612864617,-9.59105601782271,Blue-White,B,Milky Way,Cygnus,37.59697094747953,-0.6356797991304303,271.4728414192541,22499.611549028956,4,Supergiant
4850,0.018402122582108375,0.19253316825770775,9.167830201643103,Orange,K,Sombrero,Cassiopeia,9000.858340405988,-0.4447541116885465,13.21099877979039,7974.722858803114,1,Red Dwarf
6680,2.5088851720901877,1.1850660115169216,3.8312980380933066,Yellow-White,F,Sombrero,Pegasus,11885.967980191534,0.18052254663165768,14.957821007686118,30.84483059227554,3,Main Sequence
1881,9.987772286263458e-05,0.09430002329405121,14.8313284194928,Red,M,Sombrero,Cassiopeia,6506.806417228411,0.1919457776141026,1.9415625295389827,,0,Brown Dwarf
4025,0.1987449340136485,0.9186949715513162,6.5842598316216,Orange,K,Triangulum,Pegasus,12519.471385233881,-0.09467924493888752,3.86467253742234,359.23750879799877,3,Main Sequence
17248,23398650.245046694,542.8414362675537,-13.592977014461779,Blue-White,B,Sombrero,Cygnus,62.78056917928498,-0.14273123064450655,,56894.65704851111,4,Supergiant
3553,0.019352581224593032,0.36790366098749905,9.113152752732264,Red,M,Triangulum,Lyra,482.1186914404947,0.5,4.2526061940610145,32.45042931247609,1,Red Dwarf
24213,10707.817861546593,5.892618957241082,-5.244252438226441,Blue-White,B,Whirlpool,Scorpius,69.91938791671446,0.23165135999404596,305.1605980915775,25.770392803760693,3,Main Sequence
8582,0.001122569898218482,0.015187446141445165,12.204466518984265,White,A,Sombrero,Scorpius,10696.603457258756,-0.37602145128038356,159.5667598601972,1681.1447035035599,2,White Dwarf
1228,1.8956664220228508e-05,0.09639162463248763,16.635595206287604,,M,Andromeda,Cassiopeia,2663.792635087539,-0.030655436118030656,1.939499572824464,77.83096529391717,0,Brown Dwarf
3812,0.052150602481789494,0.5246612095359838,8.036851674804785,Orange,K,Milky Way,Pegasus,1432.4925690196374,0.4794351058172501,3.169656372975365,12813.27593922876,1,Red Dwarf
3461,0.016782102585658612,0.36105641212783723,9.267884071202097,Red,M,Sombrero,Cygnus,11205.728150291532,-0.22776024407910073,5.12932980495683,2888.942269288456,1,Red Dwarf
9668,0.0007485989614911107,0.009772516259706997,12.644376949262224,White,A,Sombrero,Pegasus,12174.722122636558,0.036049268440067596,239.62780724634482,327.3012040203788,2,White Dwarf
3722,0.1831020297175513,1.031214276001891,6.673267103606128,Orange,K,Sombrero,Cygnus,8665.530340785763,0.0513061119123749,2.3890991335835503,1515.5790603456178,3,Main Sequence
3127,0.009168009858961294,0.32691650578297704,9.924312320877855,Red,M,Sombrero,Perseus,8501.433192908004,0.0034887655254783366,1.335128873637586,474.2865442109341,1,Red Dwarf
3589,0.0017669265085872394,0.10894753324316217,11.7119537840978,Red,M,Milky Way,Perseus,6694.895755424158,-0.4281529270615913,7.788082592602629,70630.06277457655,1,Red Dwarf
9586,1492618.429454927,443.86880654865524,-10.604871998947855,White,A,Whirlpool,Cygnus,143.8797381870849,-0.4111097612343656,87.69116705622335,24.791354167896984,4,Supergiant
7357,1040985.3627302037,629.3262895661343,-10.213611557373374,Yellow-White,F,Milky Way,Lyra,125.45579037042188,0.4799804667847039,56.53170653392651,2814.465765356425,4,Supergiant
8910,19.268292832327813,1.8459557487670797,1.617891905154739,White,A,Milky Way,Perseus,7071.036415960998,0.5,208.2796039155052,947.3940394982793,3,Main Sequence
2734,0.007362068637731781,0.38322866441604064,10.162500344685617,Red,M,Milky Way,Scorpius,237.03483623371173,0.10424584900155676,9.552288717091752,218.22960394195886,1,Red Dwarf
7514,0.0002102306556135923,0.008573550610898617,14.023259888311182,White,A,Triangulum,Scorpius,3412.9239217236254,-0.31239180870676414,201.78524117685572,26.77116999203738,2,White Dwarf
7186,0.0005388844773951281,0.01500819577439243,13.001260815266443,Yellow-White,F,Triangulum,Ursa Major,3914.603668977754,0.5,89.56321476232417,24.4618439161382,2,White Dwarf
4551,0.0184992012967136,0.21923904068088065,9.162117554657055,Orange,K,Andromeda,Orion,11712.580387736434,0.24016741740080946,5.722352095930233,4884.373751198659,1,Red Dwarf
2515,0.008272474128315572,0.48006141957496595,10.035911455992155,Red,M,Triangulum,Scorpius,2092.8961168604487,-0.2623333482051739,9.828506678052598,16.160768649782618,3,Main Sequence
3447,0.03650224527097403,0.5368244621775231,8.424201052639356,Red,M,Milky Way,Pegasus,8572.222978310063,0.38048663063266464,8.659905050944621,14.124604739039528,1,Red Dwarf
3037,0.0036348952727239224,0.21822848741901543,10.928770243397029,Red,M,Whirlpool,Aquila,1014.3760931493028,0.5,4.79734337442434,10.036857764408786,1,Red Dwarf
3050,0.018706164797869965,0.49084884607955015,9.150038109798164,Red,M,Milky Way,Aquila,6417.813321183116,-0.15080499588480475,1.6188058558941327,58.02098585599672,1,Red Dwarf
6462,2.124579165868882,1.16535334431165,4.011817704082147,Yellow-White,F,Andromeda,Ursa Major,8202.419326205221,-0.10826185489097039,38.159325823559136,29.933137967629996,3,Main Sequence
6577,2.2350827757293885,1.1538416118079102,3.9567659706177865,Yellow-White,F,Andromeda,Cygnus,10606.931527325312,-0.25903330716386325,21.348006403386627,25.475332812851164,3,Main Sequence
6753,3.025330460826898,1.2733505658961013,3.628067949656856,Yellow-White,F,Whirlpool,Pegasus,12577.620834837708,-0.29326000962553955,22.748644645740324,92558.37830117681,3,Main Sequence
8917,29.843831368585075,2.293743391816264,1.1428635565991994,White,A,Triangulum,Aquila,4378.732292766634,-0.3588698341923961,95.35827236094971,472.11540919163957,3,Main Sequence
3432,0.014852906268909978,0.3454349188856027,9.40047139902224,Red,M,Andromeda,Ursa Major,100.42018563843644,-0.19437202211299945,1.1309827375364931,251.89729890358566,3,Main Sequence
1841,6.926002723395412e-05,0.08197639710767012,15.228793355040548,Red,M,Milky Way,Cassiopeia,,-1.1395115052563778,7.871933327872419,32.31765491510633,0,Brown Dwarf
9899,0.0011862804639186648,0.011734541242477052,12.144531554131557,White,A,Sombrero,Aquila,5001.09307712055,0.394018290125644,98.22287834928082,72730.7681045335,2,White Dwarf
5628,0.9338937839674083,1.0185811618539768,4.904256288172032,Yellow,G,Milky Way,Aquila,7913.3027952280945,0.5,22.004041756979746,49333.39821713939,3,Main Sequence
1485,5.466283486599098e-05,0.11193044828836976,15.485769622848263,Red,M,Whirlpool,Scorpius,7251.807914128368,0.24454501490345137,9.917115978786025,126.38820601060984,0,Brown Dwarf
2744,0.014358610812797618,0.5313039846784842,9.437218939496246,Red,,Milky Way,Aquila,4317.9423858137525,-0.12014845244466653,9.228975261475577,4907.314080384106,1,Red Dwarf
4041,0.05127726065609033,0.46295606950580703,8.055187959587037,Orange,K,Sombrero,Pegasus,9057.105904331225,-0.03225871564438695,3.0040465662531117,3486.8695648357525,1,Red Dwarf
11320,247.69613562578803,4.100358570934533,-1.1547980777333873,Blue-White,B,Triangulum,Cassiopeia,16.104064849152984,,178.39380449667036,227.59526623356663,3,Main Sequence
5019,0.059388942696206176,0.3229784012546236,7.895736016041775,Orange,K,Whirlpool,Perseus,1481.1169832527912,-0.0434530330916439,13.414944417920164,1291.1930430355171,1,Red Dwarf
